TimeCode,Ion1,Ion2,Ion3,Ion4,Ion5,Ion6,Ion7,Ion8,Ion9,Ion10,Ion11,Ion12,Ion13,Ion14,Ion15,Ion16,Ion17,Ion18,Ion19,Ion20,Ion21,Ion22,Ion23,Ion24
1/1/20 5:02,11.6136743,11.92817031,13.92329087,15.75286878,16.5680389,16.96522479,4.025585018,4.2727224,6.496143582,8.012339923,7.084700994,8.839534098,67.44662277,72.19521495,75.43638333,79.64776651,78.74095369,78.61115986,0.741321825,1.84545676,2.807434124,3.766606142,4.748601532,5.82509447
1/1/20 5:03,10.99363344,11.92567248,13.13663877,14.81763702,16.37549085,15.98912123,4.250694795,4.872461664,6.959687584,8.099916676,7.321381376,9.061828301,66.795954,71.66805413,75.12506901,79.27479188,78.08611259,78.29815061,0.772756042,1.888026932,2.840002097,3.796292107,4.787131993,5.838014183
1/1/20 5:04,10.15365237,10.96448552,12.9528374,14.14811891,16.37375899,15.88115429,4.533479859,5.53784997,7.111935451,8.690422607,7.999264555,10.02081514,65.98283276,71.06989538,74.33589002,78.38494522,78.06220625,77.64296168,0.821050576,1.89808909,2.865236504,3.805384296,4.81197714,5.861679111
1/1/20 5:05,9.624114295,10.81013161,12.61671782,13.39856582,15.46455014,15.52096666,4.599460712,5.630184972,7.245543384,9.019458617,8.837754305,10.68324717,65.66549529,71.06768604,74.19215906,77.67699939,77.43131192,77.27472048,0.845242738,1.906054854,2.882938561,3.85124154,4.821482363,5.88505417
1/1/20 5:06,9.007438878,9.999669948,12.37447714,12.48056974,14.46935998,15.28951325,5.564422463,6.275363582,7.539340258,9.551546057,8.879053923,11.43235533,64.9101461,70.10435614,73.62028886,76.72124387,76.86762787,76.60258635,0.856818917,1.918449402,2.891665684,3.887127806,4.842329035,5.922246247
1/1/20 5:07,8.415570299,9.638386476,11.42472777,11.7014531,14.44408519,14.63153919,5.920401575,7.154365196,8.318841819,9.628169736,9.852043913,11.51574954,64.43483397,69.19953233,72.62154962,76.63092164,76.00557681,76.36474367,0.902121835,1.918995256,2.899094182,3.931119536,4.847914299,5.922906244
1/1/20 5:08,7.947601649,8.669640127,10.69233924,11.53052099,14.23836215,13.72376597,6.142006043,7.260922223,8.976370542,10.19877754,10.77220034,11.8721538,64.12939501,69.11377716,71.91671714,75.82138458,75.35996419,75.40621332,0.905455913,1.956355442,2.938167895,3.948318962,4.886994422,5.94332469
1/1/20 5:09,6.962856311,7.84792514,10.59854187,10.63050439,13.3714551,12.79080769,7.078274445,7.930843718,8.989260136,10.98955009,10.84874164,11.98764421,63.68409898,68.63176555,71.50620264,75.01982558,74.48171627,74.49066432,0.922268031,1.958918098,2.967181228,3.959779051,4.933290238,5.945706751
1/1/20 5:10,6.846712037,7.291487401,9.933938648,10.15600616,12.78269053,12.56300612,7.428631292,8.159642456,9.378542213,11.26780923,11.79875287,12.95246533,63.20491664,68.4370179,71.01736836,74.12105044,73.98334703,74.41381843,0.958869244,1.979110754,2.970280199,3.974544079,4.983009572,5.98390909
1/1/20 5:11,6.762002071,6.972803836,8.947621332,9.18017551,12.57957109,12.49515238,8.33611726,8.951596422,10.3048625,11.64998828,12.26938736,13.5796123,62.69600876,68.22764006,70.88363436,73.69424713,73.86554838,74.07780314,1,2,3,4,5,6
1/1/20 5:12,6.098575438,6.150964986,8.752527265,9.12724549,11.87378875,11.6513105,9.221283939,8.985170435,11.23747778,11.73434186,12.48383913,13.5915815,62.26888276,67.98742911,70.51832219,73.06907258,73.27729416,73.66570132,1.627481437,2.073368254,3.33218549,4.863184994,5.56336649,6.371204861
1/1/20 5:13,5.691267986,5.894309227,8.577374174,8.232960948,11.82891094,10.77918724,9.523597014,9.327782145,11.75906134,11.94987917,12.96217813,14.217772,62.10213558,67.91571756,70.35450524,72.85638065,72.58498583,73.03287742,1.668022041,2.519307275,4.229063911,5.095124932,5.59098886,6.886071394
1/1/20 5:14,5.2680386,5.72185069,7.800987237,7.451351061,11.19109173,10.69427439,9.84688869,9.363287001,11.83050929,12.55863791,13.86811042,14.40920334,61.23686917,66.94012667,69.56965088,72.53118564,72.44938988,72.68371135,1.814343515,2.572619968,4.287605767,5.849044773,6.005460468,6.90529097
1/1/20 5:15,4.288603348,4.868370927,7.377332976,6.838885719,10.53228128,10.05194256,10.44503592,10.12460466,11.99639448,13.39910749,14.6835312,14.95999435,60.24551681,66.09920728,68.78688145,72.0307614,71.65023575,72.50071876,2.278739251,3.048756372,4.866370044,6.53943541,6.012860513,7.459245627
1/1/20 5:16,4.106185819,4.090827696,6.565687062,6.484035733,9.713087163,9.414621459,10.68050046,10.60925661,12.72561199,14.15860678,14.84093492,15.03787733,59.88716001,65.1397719,68.5272382,72.00072322,71.18566735,72.27383307,3.032056117,3.559853518,5.088411854,7.131233675,6.278521583,7.694844831
1/1/20 5:17,3.522858759,3.639141141,6.307178588,5.985373947,9.149877069,9.178206839,10.932859,11.44137602,13.14006805,14.59881765,15.65579916,15.7334259,59.37537857,64.54763452,67.98683346,71.88894286,70.95991263,71.33372607,3.492670399,3.620044173,5.659335406,7.615989883,6.939598303,8.033818329
1/1/20 5:18,2.985841866,3.352261351,5.778405928,5.951357433,8.774003655,8.478880242,11.10555014,12.31898772,13.54104313,14.80593051,16.32654304,16.52151262,59.37321336,63.58218089,67.92195454,71.49764736,70.53781872,70.47406381,4.025585018,4.2727224,6.496143582,8.012339923,7.084700994,8.839534098
1/1/20 5:19,3.796668186,3.827736803,6.515023012,6.38110038,9.480856724,9.327492161,12.01668047,12.86710203,14.23366882,15.75300839,17.05313983,17.1228049,58.87157952,63.31520727,67.72445733,71.18570779,69.82191177,69.81743248,4.250694795,4.872461664,6.959687584,8.099916676,7.321381376,9.061828301
1/1/20 5:20,4.167642642,4.334373799,7.146583324,7.040161557,9.669614163,10.01579291,11.6136743,11.92817031,13.92329087,15.75286878,16.5680389,16.96522479,58.31628432,62.66468519,67.43157117,70.88119358,69.72401821,69.27437095,4.533479859,5.53784997,7.111935451,8.690422607,7.999264555,10.02081514
1/1/20 5:21,4.943152743,4.655639321,7.788904878,7.576202265,10.48723425,10.71193353,10.99363344,11.92567248,13.13663877,14.81763702,16.37549085,15.98912123,58.04561383,61.79118577,66.72639379,70.49387277,69.23310707,68.60263798,4.599460712,5.630184972,7.245543384,9.019458617,8.837754305,10.68324717
1/1/20 5:22,5.436826302,5.019011085,7.98803602,8.309265585,11.10508761,10.95939194,10.15365237,10.96448552,12.9528374,14.14811891,16.37375899,15.88115429,57.46250525,61.78160252,65.80567145,69.77589412,68.69700762,68.21571584,5.564422463,6.275363582,7.539340258,9.551546057,8.879053923,11.43235533
1/1/20 5:23,5.545600606,5.789236136,8.098602623,9.073755634,11.82632523,11.5512843,9.624114295,10.81013161,12.61671782,13.39856582,15.46455014,15.52096666,57.25881949,61.41287507,65.25165028,69.42470207,68.56995265,68.03609206,5.920401575,7.154365196,8.318841819,9.628169736,9.852043913,11.51574954
1/1/20 5:24,6.401177228,5.954959658,8.737426033,9.4074596,11.9590119,12.51455361,9.007438878,9.999669948,12.37447714,12.48056974,14.46935998,15.28951325,57.06721969,61.11461038,64.32118321,69.32772026,68.20653731,67.14615788,6.142006043,7.260922223,8.976370542,10.19877754,10.77220034,11.8721538
1/1/20 5:25,7.293986854,6.621477428,9.55124377,9.954786561,12.25961194,13.16440516,8.415570299,9.638386476,11.42472777,11.7014531,14.44408519,14.63153919,56.55750042,61.00602383,64.08062679,69.26140232,67.34829011,66.93035373,7.078274445,7.930843718,8.989260136,10.98955009,10.84874164,11.98764421
1/1/20 5:26,7.749096165,7.397471798,10.03418554,10.25684307,12.71437114,13.72217182,7.947601649,8.669640127,10.69233924,11.53052099,14.23836215,13.72376597,55.69249477,60.88781032,63.41603156,68.80405382,66.56166013,65.96006809,7.428631292,8.159642456,9.378542213,11.26780923,11.79875287,12.95246533
1/1/20 5:27,8.195204165,7.961192554,10.85129855,10.37762326,12.83271409,13.82326505,6.962856311,7.84792514,10.59854187,10.63050439,13.3714551,12.79080769,54.99547934,60.36310742,62.53692141,68.40599617,66.007418,65.10924809,8.33611726,8.951596422,10.3048625,11.64998828,12.26938736,13.5796123
1/1/20 5:28,8.366870034,8.472314951,11.2660417,11.17659999,12.95072205,14.65934042,6.846712037,7.291487401,9.933938648,10.15600616,12.78269053,12.56300612,54.95444152,59.98167151,62.34289447,68.06370653,65.39848525,64.37221616,9.221283939,8.985170435,11.23747778,11.73434186,12.48383913,13.5915815
1/1/20 5:29,8.888877248,8.909885402,11.8736163,11.75087051,13.11941854,15.21325734,6.762002071,6.972803836,8.947621332,9.18017551,12.57957109,12.49515238,54.43802219,59.3796595,61.48962952,67.97388959,64.87057482,64.06754826,9.523597014,9.327782145,11.75906134,11.94987917,12.96217813,14.217772
1/1/20 5:30,9.052859189,9.071247949,12.04563834,12.23125432,13.4376719,16.00741477,6.098575438,6.150964986,8.752527265,9.12724549,11.87378875,11.6513105,53.86474615,59.19811698,60.59573521,67.64744569,64.62542802,63.88640394,9.84688869,9.363287001,11.83050929,12.55863791,13.86811042,14.40920334
1/1/20 5:31,9.229657656,9.34770427,12.65940639,13.10625908,14.06327745,16.76406865,5.691267986,5.894309227,8.577374174,8.232960948,11.82891094,10.77918724,53.47658746,58.358233,59.86313007,66.78292596,63.8076184,63.05500667,10.44503592,10.12460466,11.99639448,13.39910749,14.6835312,14.95999435
1/1/20 5:32,10.00620709,9.636301277,12.84104812,13.73532104,14.32612274,16.8180601,5.2680386,5.72185069,7.800987237,7.451351061,11.19109173,10.69427439,53.06669613,57.38223126,59.58084037,66.46590412,63.26782899,62.17012498,10.68050046,10.60925661,12.72561199,14.15860678,14.84093492,15.03787733
1/1/20 5:33,10.03974339,10.01354868,13.58222445,13.92410665,14.85660782,17.0687395,4.288603348,4.868370927,7.377332976,6.838885719,10.53228128,10.05194256,52.9056212,57.24285769,59.38297181,65.62885287,62.95558912,61.78821874,10.932859,11.44137602,13.14006805,14.59881765,15.65579916,15.7334259
1/1/20 5:34,10.82492449,10.45312216,14.37966618,14.59284972,15.3654337,18.01354883,4.106185819,4.090827696,6.565687062,6.484035733,9.713087163,9.414621459,52.09463052,56.40480563,59.14451388,65.26514488,62.53357197,60.93010688,11.10555014,12.31898772,13.54104313,14.80593051,16.32654304,16.52151262
1/1/20 5:35,11.59357469,10.78488323,14.42455051,15.42126001,16.18126607,18.74957792,3.522858759,3.639141141,6.307178588,5.985373947,9.149877069,9.178206839,51.6249505,55.98361597,58.56683317,64.9963868,62.31201143,59.9466802,12.01668047,12.86710203,14.23366882,15.75300839,17.05313983,17.1228049
1/1/20 5:36,11.49776125,10.47590289,14.21317074,14.81002566,15.79140917,18.32536512,2.985841866,3.352261351,5.778405928,5.951357433,8.774003655,8.478880242,51.30011821,55.35243379,58.06673429,64.08702731,61.31639863,59.31970937,11.6136743,11.92817031,13.92329087,15.75286878,16.5680389,16.96522479
1/1/20 5:37,10.61838266,10.18961137,13.91585886,14.07759082,15.14799182,17.66330849,3.796668186,3.827736803,6.515023012,6.38110038,9.480856724,9.327492161,50.42782588,54.64555256,57.9650595,63.92434702,60.52620791,58.80541406,10.99363344,11.92567248,13.13663877,14.81763702,16.37549085,15.98912123
1/1/20 5:38,10.49658689,9.719878422,13.3838466,13.37295955,14.26886039,17.58883467,4.167642642,4.334373799,7.146583324,7.040161557,9.669614163,10.01579291,50.2339595,54.54586508,57.03440032,63.26249761,59.99953752,58.2320028,10.15365237,10.96448552,12.9528374,14.14811891,16.37375899,15.88115429
1/1/20 5:39,10.17185829,9.115306614,12.81167067,12.44746397,13.28342318,17.29392681,4.943152743,4.655639321,7.788904878,7.576202265,10.48723425,10.71193353,50.0423854,54.16904952,56.26673018,62.33807891,59.02076698,57.56161695,9.624114295,10.81013161,12.61671782,13.39856582,15.46455014,15.52096666
1/1/20 5:40,9.440395493,8.185653112,12.13175926,12.34730671,13.13471094,16.47542274,5.436826302,5.019011085,7.98803602,8.309265585,11.10508761,10.95939194,49.69643335,53.17881525,56.08939765,61.86215604,58.19471797,56.76597494,9.007438878,9.999669948,12.37447714,12.48056974,14.46935998,15.28951325
1/1/20 5:41,8.681258047,7.221083708,11.53651118,12.31466593,12.45867681,15.86160791,5.545600606,5.789236136,8.098602623,9.073755634,11.82632523,11.5512843,49.15421434,52.57298285,55.70792147,61.50218467,57.88664632,56.02710593,8.415570299,9.638386476,11.42472777,11.7014531,14.44408519,14.63153919
1/1/20 5:42,8.226329618,6.740210713,11.33445974,11.92926185,12.28183908,15.60168578,6.401177228,5.954959658,8.737426033,9.4074596,11.9590119,12.51455361,48.27529563,52.22711003,55.64807745,61.17509669,57.11677527,55.30893415,7.947601649,8.669640127,10.69233924,11.53052099,14.23836215,13.72376597
1/1/20 5:43,7.317091281,6.707901142,11.0684629,11.78984121,11.48861631,15.23731833,7.293986854,6.621477428,9.55124377,9.954786561,12.25961194,13.16440516,48.13322628,51.53787139,54.6553703,60.37968822,56.93318854,54.97631073,6.962856311,7.84792514,10.59854187,10.63050439,13.3714551,12.79080769
1/1/20 5:44,6.763906021,6.0766005,10.67438639,11.18733323,10.60874498,14.29935488,7.749096165,7.397471798,10.03418554,10.25684307,12.71437114,13.72217182,47.55011034,51.38670251,53.81171759,59.87899,56.06082476,54.95356969,6.846712037,7.291487401,9.933938648,10.15600616,12.78269053,12.56300612
1/1/20 5:45,6.747261334,6.039202188,9.847831321,10.59442669,9.868763512,14.10335671,8.195204165,7.961192554,10.85129855,10.37762326,12.83271409,13.82326505,46.77937257,51.32293807,53.64164465,59.29556374,55.06285449,54.89063983,6.762002071,6.972803836,8.947621332,9.18017551,12.57957109,12.49515238
1/1/20 5:46,6.689658386,5.069647436,8.893600184,10.21264187,9.781566902,13.11475398,8.366870034,8.472314951,11.2660417,11.17659999,12.95072205,14.65934042,46.47155656,51.08397261,53.31952535,58.45302075,54.72616912,54.86143525,6.098575438,6.150964986,8.752527265,9.12724549,11.87378875,11.6513105
1/1/20 5:47,6.317683782,4.326865017,8.435920656,9.432036848,9.768529955,12.93896407,8.888877248,8.909885402,11.8736163,11.75087051,13.11941854,15.21325734,46.27006069,50.84567219,53.2679476,57.94171292,53.77766225,54.19572493,5.691267986,5.894309227,8.577374174,8.232960948,11.82891094,10.77918724
1/1/20 5:48,5.523892353,3.89612746,8.192061675,9.074179921,9.500076998,12.79293379,9.052859189,9.071247949,12.04563834,12.23125432,13.4376719,16.00741477,46.04938095,50.81127298,52.59606245,57.07854628,53.38619965,53.81603309,5.2680386,5.72185069,7.800987237,7.451351061,11.19109173,10.69427439
1/1/20 5:49,5.354130413,3.659014645,7.828694318,8.709633277,9.183366337,12.137517,9.229657656,9.34770427,12.65940639,13.10625908,14.06327745,16.76406865,45.28487281,50.59209714,52.26432408,57.0104163,52.70146943,53.45358024,4.288603348,4.868370927,7.377332976,6.838885719,10.53228128,10.05194256
1/1/20 5:50,4.728247192,3.071090681,7.35002808,7.754926344,8.752282155,11.15205997,10.00620709,9.636301277,12.84104812,13.73532104,14.32612274,16.8180601,44.82197123,50.04484722,51.39481441,56.1338048,51.94507223,53.29298987,4.106185819,4.090827696,6.565687062,6.484035733,9.713087163,9.414621459
1/1/20 5:51,3.794361525,2.961563885,6.620545532,6.948145184,7.790513734,10.39813012,10.03974339,10.01354868,13.58222445,13.92410665,14.85660782,17.0687395,44.25715467,49.67568884,51.0423747,55.39926913,51.63458005,52.87725203,3.522858759,3.639141141,6.307178588,5.985373947,9.149877069,9.178206839
1/1/20 5:52,2.797139901,2.051948954,5.643614039,6.025564299,7.188238274,10.10451812,10.82492449,10.45312216,14.37966618,14.59284972,15.3654337,18.01354883,43.82498778,49.65796285,50.28053959,55.00634315,50.98273219,52.34554374,2.985841866,3.352261351,5.778405928,5.951357433,8.774003655,8.478880242
1/1/20 5:53,2.208586469,1.122740895,4.871483455,5.573936899,6.709600446,9.932593455,11.59357469,10.78488323,14.42455051,15.42126001,16.18126607,18.74957792,42.98945344,48.74732761,49.51975303,54.44122896,49.99318428,51.38563314,3.796668186,3.827736803,6.515023012,6.38110038,9.480856724,9.327492161
1/1/20 5:54,1.882125606,0.164426664,4.356629373,4.990255057,6.1054739,9.360182494,11.49776125,10.47590289,14.21317074,14.81002566,15.79140917,18.32536512,42.38603082,48.19286692,49.3129444,53.94432107,49.0212943,51.15857742,4.167642642,4.334373799,7.146583324,7.040161557,9.669614163,10.01579291
1/1/20 5:55,1.83305207,-0.672242678,4.1771371,4.585194803,5.405020366,8.65006543,10.61838266,10.18961137,13.91585886,14.07759082,15.14799182,17.66330849,41.557078,47.85557687,48.87325359,53.28070662,48.53199802,50.61123463,4.943152743,4.655639321,7.788904878,7.576202265,10.48723425,10.71193353
1/1/20 5:56,1.678519956,-1.289164305,3.959284187,4.432428048,4.477521357,8.6400592,10.49658689,9.719878422,13.3838466,13.37295955,14.26886039,17.58883467,41.49627972,46.99275419,48.02114028,52.31233965,47.57301178,50.04995525,5.436826302,5.019011085,7.98803602,8.309265585,11.10508761,10.95939194
1/1/20 5:57,1.657636784,-1.420979651,3.288964652,3.83763048,3.796187935,8.215215872,10.17185829,9.115306614,12.81167067,12.44746397,13.28342318,17.29392681,41.24585793,46.7135227,47.70731389,52.281456,46.68622338,49.97004068,5.545600606,5.789236136,8.098602623,9.073755634,11.82632523,11.5512843
1/1/20 5:58,0.730708004,-1.713437743,2.388221332,3.328991667,2.865347222,7.901318043,9.440395493,8.185653112,12.13175926,12.34730671,13.13471094,16.47542274,41.10699447,46.23577589,46.87644423,51.97468693,46.56524815,49.14976261,6.401177228,5.954959658,8.737426033,9.4074596,11.9590119,12.51455361
1/1/20 5:59,0.310151479,-1.87142336,2.215974889,2.508886237,2.336268139,7.711978784,8.681258047,7.221083708,11.53651118,12.31466593,12.45867681,15.86160791,40.65075974,45.87425093,46.5610997,51.17148338,45.85081232,48.51170514,7.293986854,6.621477428,9.55124377,9.954786561,12.25961194,13.16440516
1/1/20 6:00,0.082613057,-1.913965949,1.502230209,2.43932711,1.495016818,6.968741421,8.226329618,6.740210713,11.33445974,11.92926185,12.28183908,15.60168578,40.36178473,45.37640124,45.59054828,50.35810383,44.92908814,48.35096207,7.749096165,7.397471798,10.03418554,10.25684307,12.71437114,13.72217182
1/1/20 6:01,-0.367406229,-2.285464903,0.870572771,1.951270501,1.277008544,6.652171428,7.317091281,6.707901142,11.0684629,11.78984121,11.48861631,15.23731833,40.34572744,44.60257499,44.61492604,49.71392252,44.16694582,48.17619122,8.195204165,7.961192554,10.85129855,10.37762326,12.83271409,13.82326505
1/1/20 6:02,-0.957973001,-2.82115933,0.351828677,1.574845439,1.229725087,6.259371952,6.763906021,6.0766005,10.67438639,11.18733323,10.60874498,14.29935488,40.2540771,44.30868174,43.61537343,49.06279384,44.03609264,48.10349212,8.366870034,8.472314951,11.2660417,11.17659999,12.95072205,14.65934042
1/1/20 6:03,-1.170618678,-3.727873491,-0.190370021,1.205903703,0.700648801,5.751348666,6.747261334,6.039202188,9.847831321,10.59442669,9.868763512,14.10335671,39.7239836,44.29647901,43.55594716,48.66667114,43.63483468,47.22905163,8.888877248,8.909885402,11.8736163,11.75087051,13.11941854,15.21325734
1/1/20 6:04,-1.76489805,-4.300020234,-0.260218918,0.768967034,0.292790734,4.797852362,6.689658386,5.069647436,8.893600184,10.21264187,9.781566902,13.11475398,39.59623386,43.31364743,43.39913899,48.31773566,43.56950629,46.9025204,9.052859189,9.071247949,12.04563834,12.23125432,13.4376719,16.00741477
1/1/20 6:05,-1.920570449,-4.427466113,-0.560586149,0.258253087,-0.209043882,3.886985353,6.317683782,4.326865017,8.435920656,9.432036848,9.768529955,12.93896407,38.63164454,42.3253521,43.26570771,47.84836281,43.52293245,46.19206971,9.229657656,9.34770427,12.65940639,13.10625908,14.06327745,16.76406865
